employee_id,home_area,area_type,latitude,longitude,nearest_station,nearest_station_area,nearest_station_mode,nearest_station_lines,station_connectivity_score,home_to_work_km,home_to_station_m,station_access_category,destination_station_to_work_m,number_of_transfers,estimated_wait_time_min,origin_walk_time_min,transit_time_min,transfer_time_min,destination_walk_time_min,base_commute_time_min,delay_buffer_min,risk_adjusted_commute_time_min,base_commute_group,risk_adjusted_commute_group,delay_impact,crosses_45_min_after_delay,commute_time_score,station_access_score,transfer_score,reliability_score,adoption_score,adoption_potential
EMP0478,Hamburg-Harburg,outer_urban,53.496847,9.941452,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,22.96,5602.0,Poor,884.0,2,5.0,70.0,38.2,14,11.1,138.3,15,153.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0479,Hamburg-Harburg,outer_urban,53.448031,9.976423,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,28.21,1310.0,Acceptable,884.0,2,5.0,16.4,38.2,14,11.1,84.6,15,99.6,60+ min,60+ min,No impact,False,8,10,8,20,46,Medium
EMP0480,Hamburg-Eimsbuettel,urban,53.588894,9.922809,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,13.19,4181.0,Poor,884.0,1,4.0,52.3,24.2,7,11.1,98.5,15,113.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0481,Hamburg-Eimsbuettel,urban,53.5591,9.933858,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.21,793.0,Good,884.0,1,4.0,9.9,24.2,7,11.1,56.2,15,71.2,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0482,Hamburg-City,urban,53.538392,9.983331,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,18.16,1669.0,Poor,884.0,0,4.0,20.9,34.2,0,11.1,70.2,15,85.2,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0483,Hamburg-Barmbek,urban,53.588445,10.02948,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.94,972.0,Good,884.0,1,5.0,12.1,27.4,7,11.1,62.6,15,77.6,60+ min,60+ min,No impact,False,8,18,14,20,60,Medium
EMP0484,Hamburg-Altona,urban,53.545793,9.879563,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,18.67,3727.0,Poor,884.0,1,4.0,46.6,24.2,7,11.1,92.9,15,107.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0485,Norderstedt,near_workplace,53.681653,10.002482,Ochsenzoll,Hamburg-Langenhorn,U-Bahn,U1,0.8,2.52,527.0,Good,884.0,0,7.0,6.6,7.7,0,11.1,32.3,15,47.3,31-45 min,46-60 min,Minor impact,True,28,18,20,10,76,High
EMP0486,Hamburg-Eimsbuettel,urban,53.562571,10.004842,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.53,1052.0,Acceptable,884.0,1,5.0,13.1,22.3,7,11.1,58.5,15,73.5,46-60 min,60+ min,Minor impact,False,18,10,14,10,52,Medium
EMP0487,Hamburg-Wandsbek,urban,53.580404,10.037467,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.93,851.0,Good,884.0,1,5.0,10.6,27.4,7,11.1,61.1,15,76.1,60+ min,60+ min,No impact,False,8,18,14,20,60,Medium
EMP0488,Hamburg-City,urban,53.558784,10.019009,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,16.05,1058.0,Acceptable,884.0,0,3.0,13.2,23.6,0,11.1,50.9,15,65.9,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0489,Hamburg-Barmbek,urban,53.55917,10.055591,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,16.53,1613.0,Poor,884.0,0,6.0,20.2,35.1,0,11.1,72.3,15,87.3,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0490,Hamburg-Barmbek,urban,53.587545,10.019477,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.9,1620.0,Poor,884.0,1,5.0,20.2,27.4,7,11.1,70.7,15,85.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0491,Pinneberg,suburban,53.674839,9.766509,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,14.67,3067.0,Poor,884.0,1,7.0,38.3,19.4,7,11.1,82.8,15,97.8,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0492,Pinneberg,suburban,53.670889,9.772005,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,14.41,2498.0,Poor,884.0,1,7.0,31.2,19.4,7,11.1,75.7,15,90.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0493,Pinneberg,suburban,53.630328,9.754324,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,17.12,3853.0,Poor,884.0,1,7.0,48.2,19.4,7,11.1,92.6,15,107.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0494,Hamburg-Altona,urban,53.548513,9.985428,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.03,686.0,Good,884.0,0,4.0,8.6,34.2,0,11.1,57.9,15,72.9,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
EMP0495,Ahrensburg,suburban,53.690683,10.237885,Ahrensburg,Ahrensburg,Regional,RE,0.75,16.72,1745.0,Poor,884.0,1,8.0,21.8,22.7,7,11.1,70.5,15,85.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0496,Hamburg-Barmbek,urban,53.610998,10.067001,Ohlsdorf,Hamburg-Ohlsdorf,U-Bahn / S-Bahn,"U1, S1",0.95,11.45,2622.0,Poor,884.0,0,4.0,32.8,19.7,0,11.1,67.6,15,82.6,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0497,Hamburg-Wandsbek,urban,53.576874,10.100418,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.84,2272.0,Poor,884.0,0,6.0,28.4,35.1,0,11.1,80.5,15,95.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0498,Hamburg-Harburg,outer_urban,53.421362,9.993151,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,31.18,3854.0,Poor,884.0,2,5.0,48.2,38.2,14,11.1,116.4,15,131.4,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0499,Hamburg-Eimsbuettel,urban,53.570405,9.986492,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,14.6,1083.0,Acceptable,884.0,1,5.0,13.5,22.3,7,11.1,58.9,15,73.9,46-60 min,60+ min,Minor impact,False,18,10,14,10,52,Medium
EMP0500,Hamburg-Wandsbek,urban,53.601677,10.038178,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,11.67,1677.0,Poor,884.0,1,5.0,21.0,27.4,7,11.1,71.4,15,86.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0501,Quickborn,suburban,53.742248,9.868018,Quickborn,Quickborn,AKN,A1,0.7,8.9,2677.0,Poor,884.0,1,9.0,33.5,11.4,7,11.1,71.9,15,86.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0502,Kaltenkirchen,outer_suburban,53.871764,9.944068,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,19.1,4041.0,Poor,884.0,1,10.0,50.5,25.9,7,11.1,104.4,15,119.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0503,Elmshorn,outer_suburban,53.785629,9.700702,Elmshorn,Elmshorn,Regional,RE,0.7,20.87,4711.0,Poor,884.0,2,9.0,58.9,31.3,14,11.1,124.2,15,139.2,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0504,Hamburg-Wandsbek,urban,53.566386,10.085225,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,16.44,1356.0,Acceptable,884.0,0,6.0,16.9,35.1,0,11.1,69.1,15,84.1,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0505,Hamburg-Barmbek,urban,53.604008,10.080067,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,12.55,3040.0,Poor,884.0,1,5.0,38.0,27.4,7,11.1,88.4,15,103.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0506,Ahrensburg,suburban,53.695749,10.250745,Ahrensburg,Ahrensburg,Regional,RE,0.75,17.53,2433.0,Poor,884.0,1,8.0,30.4,22.7,7,11.1,79.1,15,94.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0507,Hamburg-Altona,urban,53.56528,9.966004,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.22,1611.0,Poor,884.0,1,5.0,20.1,22.3,7,11.1,65.5,15,80.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0508,Henstedt-Ulzburg,outer_suburban,53.763058,10.012233,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,7.06,3595.0,Poor,884.0,1,9.0,44.9,16.3,7,11.1,88.3,15,103.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0509,Hamburg-Wandsbek,urban,53.581807,10.096648,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,15.24,2241.0,Poor,884.0,0,6.0,28.0,35.1,0,11.1,80.1,15,95.1,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0510,Norderstedt,near_workplace,53.690419,9.970495,Richtweg,Norderstedt,U-Bahn,U1,0.85,1.56,1692.0,Poor,884.0,0,6.0,21.1,3.2,0,11.1,41.4,15,56.4,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0511,Norderstedt,near_workplace,53.700098,9.978665,Richtweg,Norderstedt,U-Bahn,U1,0.85,0.43,1216.0,Acceptable,884.0,0,6.0,15.2,3.2,0,11.1,35.5,15,50.5,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0512,Henstedt-Ulzburg,outer_suburban,53.813362,9.987285,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,12.42,2621.0,Poor,884.0,1,9.0,32.8,16.3,7,11.1,76.1,15,91.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0513,Norderstedt,near_workplace,53.685216,10.005305,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.28,784.0,Good,884.0,0,6.0,9.8,6.1,0,11.1,33.0,15,48.0,31-45 min,46-60 min,Minor impact,True,28,18,20,10,76,High
EMP0514,Hamburg-Altona,urban,53.558193,9.900361,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.9,2389.0,Poor,884.0,1,4.0,29.9,24.2,7,11.1,76.1,15,91.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0515,Hamburg-Altona,urban,53.522744,9.926117,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,20.27,3306.0,Poor,884.0,1,4.0,41.3,24.2,7,11.1,87.6,15,102.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0516,Hamburg-City,urban,53.576721,9.999653,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.93,1407.0,Acceptable,884.0,0,5.0,17.6,29.4,0,11.1,63.1,15,78.1,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0517,Hamburg-Altona,urban,53.536874,9.967584,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,18.36,2424.0,Poor,884.0,0,4.0,30.3,34.2,0,11.1,79.6,15,94.6,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0518,Quickborn,suburban,53.754761,9.933756,Quickborn,Quickborn,AKN,A1,0.7,6.78,3288.0,Poor,884.0,1,9.0,41.1,11.4,7,11.1,79.5,15,94.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0519,Norderstedt,near_workplace,53.712029,9.991784,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.24,453.0,Excellent,884.0,0,4.0,5.7,0.0,0,11.1,20.7,15,35.7,0-30 min,31-45 min,Minor impact,False,35,25,20,10,90,Very High
EMP0520,Ahrensburg,suburban,53.646516,10.204426,Ahrensburg,Ahrensburg,Regional,RE,0.75,15.73,3901.0,Poor,884.0,1,8.0,48.8,22.7,7,11.1,97.5,15,112.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0521,Henstedt-Ulzburg,outer_suburban,53.782327,10.050058,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,9.95,4552.0,Poor,884.0,1,9.0,56.9,16.3,7,11.1,100.3,15,115.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0522,Hamburg-Eimsbuettel,urban,53.553924,9.918671,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,17.0,1100.0,Acceptable,884.0,1,4.0,13.7,24.2,7,11.1,60.0,15,75.0,60+ min,60+ min,No impact,False,18,10,14,20,62,Medium
EMP0523,Norderstedt,near_workplace,53.714363,9.993508,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.53,709.0,Good,884.0,0,4.0,8.9,0.0,0,11.1,23.9,15,38.9,0-30 min,31-45 min,Minor impact,False,35,18,20,10,83,Very High
EMP0524,Hamburg-Harburg,outer_urban,53.428659,10.001975,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,30.38,3126.0,Poor,884.0,2,5.0,39.1,38.2,14,11.1,107.3,15,122.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0525,Norderstedt,near_workplace,53.719627,10.023131,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.23,2378.0,Poor,884.0,0,4.0,29.7,0.0,0,11.1,44.8,15,59.8,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0526,Hamburg-Eimsbuettel,urban,53.578405,9.955975,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,13.84,2487.0,Poor,884.0,0,5.0,31.1,29.4,0,11.1,76.6,15,91.6,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0527,Elmshorn,outer_suburban,53.714478,9.673561,Elmshorn,Elmshorn,Regional,RE,0.7,20.52,4598.0,Poor,884.0,2,9.0,57.5,31.3,14,11.1,122.8,15,137.8,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0528,Lueneburg,regional,53.233027,10.460623,Lueneburg,Lueneburg,Regional,RE,0.7,60.9,3521.0,Poor,884.0,2,9.0,44.0,79.4,14,11.1,157.5,15,172.5,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0529,Quickborn,suburban,53.753597,9.896228,Quickborn,Quickborn,AKN,A1,0.7,8.19,2564.0,Poor,884.0,1,9.0,32.1,11.4,7,11.1,70.5,15,85.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0530,Hamburg-Altona,urban,53.555575,9.94511,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,16.46,777.0,Good,884.0,1,4.0,9.7,24.2,7,11.1,56.0,15,71.0,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0531,Pinneberg,suburban,53.678684,9.787139,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,13.25,2821.0,Poor,884.0,1,7.0,35.3,19.4,7,11.1,79.7,15,94.7,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0532,Pinneberg,suburban,53.646794,9.798474,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,13.7,807.0,Good,884.0,1,7.0,10.1,19.4,7,11.1,54.5,15,69.5,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0533,Hamburg-Eimsbuettel,urban,53.547422,9.980135,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,17.16,1048.0,Acceptable,884.0,0,4.0,13.1,34.2,0,11.1,62.4,15,77.4,60+ min,60+ min,No impact,False,8,10,20,20,58,Medium
EMP0534,Pinneberg,suburban,53.619053,9.797978,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,15.35,3886.0,Poor,884.0,1,7.0,48.6,19.4,7,11.1,93.0,15,108.0,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0535,Norderstedt,near_workplace,53.70558,10.038178,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,3.55,2999.0,Poor,884.0,0,4.0,37.5,0.0,0,11.1,52.5,15,67.5,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0536,Hamburg-City,urban,53.566424,9.962333,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.11,1881.0,Poor,884.0,1,5.0,23.5,22.3,7,11.1,68.9,15,83.9,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0537,Hamburg-Barmbek,urban,53.583627,10.092292,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,14.93,2112.0,Poor,884.0,0,6.0,26.4,35.1,0,11.1,78.5,15,93.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0538,Hamburg-City,urban,53.530884,10.02189,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,19.15,2625.0,Poor,884.0,0,3.0,32.8,23.6,0,11.1,70.5,15,85.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0539,Hamburg-City,urban,53.566493,9.989851,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.04,634.0,Good,884.0,1,5.0,7.9,22.3,7,11.1,53.3,15,68.3,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0540,Henstedt-Ulzburg,outer_suburban,53.78848,9.996746,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,9.68,983.0,Good,884.0,1,9.0,12.3,16.3,7,11.1,55.7,15,70.7,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0541,Lueneburg,regional,53.231324,10.435168,Lueneburg,Lueneburg,Regional,RE,0.7,60.21,2329.0,Poor,884.0,2,9.0,29.1,79.4,14,11.1,142.6,15,157.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0542,Hamburg-Barmbek,urban,53.583286,10.023531,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.41,1413.0,Acceptable,884.0,1,5.0,17.7,27.4,7,11.1,68.1,15,83.1,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0543,Henstedt-Ulzburg,outer_suburban,53.780479,9.949146,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,9.06,2404.0,Poor,884.0,1,9.0,30.1,16.3,7,11.1,73.4,15,88.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0544,Lueneburg,regional,53.230664,10.449096,Lueneburg,Lueneburg,Regional,RE,0.7,60.73,3028.0,Poor,884.0,2,9.0,37.9,79.4,14,11.1,151.3,15,166.3,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0545,Norderstedt,near_workplace,53.701896,9.954322,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.99,2622.0,Poor,884.0,0,4.0,32.8,0.0,0,11.1,47.8,15,62.8,46-60 min,60+ min,Minor impact,False,18,4,20,10,52,Medium
EMP0546,Hamburg-Wandsbek,urban,53.556527,10.136919,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,19.01,4928.0,Poor,884.0,0,6.0,61.6,35.1,0,11.1,113.7,15,128.7,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0547,Hamburg-Eimsbuettel,urban,53.561284,9.945773,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,15.82,1254.0,Acceptable,884.0,1,4.0,15.7,24.2,7,11.1,61.9,15,76.9,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0548,Norderstedt,near_workplace,53.724073,9.97407,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,2.58,2171.0,Poor,884.0,0,4.0,27.1,0.0,0,11.1,42.2,15,57.2,31-45 min,46-60 min,Minor impact,True,28,4,20,10,62,Medium
EMP0549,Quickborn,suburban,53.753587,9.912387,Quickborn,Quickborn,AKN,A1,0.7,7.47,2571.0,Poor,884.0,1,9.0,32.1,11.4,7,11.1,70.6,15,85.6,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0550,Hamburg-Wandsbek,urban,53.598958,10.109325,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,14.07,4098.0,Poor,884.0,0,6.0,51.2,35.1,0,11.1,103.3,15,118.3,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0551,Hamburg-Wandsbek,urban,53.583004,10.055867,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,14.01,901.0,Good,884.0,1,5.0,11.3,27.4,7,11.1,61.7,15,76.7,60+ min,60+ min,No impact,False,8,18,14,20,60,Medium
EMP0552,Norderstedt,near_workplace,53.719215,9.939803,Quickborn,Quickborn,AKN,A1,0.7,3.53,2695.0,Poor,884.0,1,9.0,33.7,11.4,7,11.1,72.1,15,87.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0553,Hamburg-City,urban,53.527282,9.961979,Altona,Hamburg-Altona,S-Bahn / Regional,"S1, S2, S3, RE",0.95,19.45,3276.0,Poor,884.0,1,4.0,41.0,24.2,7,11.1,87.2,15,102.2,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0554,Kaltenkirchen,outer_suburban,53.826821,9.88792,Kaltenkirchen,Kaltenkirchen,AKN,A1,0.65,15.3,4991.0,Poor,884.0,1,10.0,62.4,25.9,7,11.1,116.3,15,131.3,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0555,Norderstedt,near_workplace,53.699089,10.015616,Richtweg,Norderstedt,U-Bahn,U1,0.85,2.06,1431.0,Acceptable,884.0,0,6.0,17.9,3.2,0,11.1,38.2,15,53.2,31-45 min,46-60 min,Minor impact,True,28,10,20,10,68,High
EMP0556,Hamburg-City,urban,53.524976,9.988379,Jungfernstieg,Hamburg-City,U-Bahn / S-Bahn,"U1, U2, U4, S1, S3",0.95,19.65,3028.0,Poor,884.0,0,4.0,37.8,34.2,0,11.1,87.1,15,102.1,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0557,Hamburg-Altona,urban,53.562348,9.977704,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.5,779.0,Good,884.0,1,5.0,9.7,22.3,7,11.1,55.1,15,70.1,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0558,Hamburg-Wandsbek,urban,53.626515,10.089777,Ohlsdorf,Hamburg-Ohlsdorf,U-Bahn / S-Bahn,"U1, S1",0.95,10.86,3924.0,Poor,884.0,0,4.0,49.1,19.7,0,11.1,83.8,15,98.8,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0559,Hamburg-Barmbek,urban,53.588426,10.054521,Barmbek,Hamburg-Barmbek,U-Bahn / S-Bahn,"U3, S1",0.9,13.41,712.0,Good,884.0,1,5.0,8.9,27.4,7,11.1,59.3,15,74.3,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0560,Hamburg-Wandsbek,urban,53.600466,10.10669,Wandsbek Markt,Hamburg-Wandsbek,U-Bahn / Bus,"U1, Bus",0.85,13.84,4109.0,Poor,884.0,0,6.0,51.4,35.1,0,11.1,103.5,15,118.5,60+ min,60+ min,No impact,False,8,4,20,20,52,Medium
EMP0561,Norderstedt,near_workplace,53.706023,10.005903,Norderstedt Mitte,Norderstedt,U-Bahn / AKN,"U1, A2",0.95,1.48,890.0,Good,884.0,0,4.0,11.1,0.0,0,11.1,26.2,15,41.2,0-30 min,31-45 min,Minor impact,False,35,18,20,10,83,Very High
EMP0562,Hamburg-City,urban,53.548197,10.019891,Hamburg Hbf,Hamburg-City,U-Bahn / S-Bahn / Regional,"U1, U2, U3, U4, S-Bahn, RE",1.0,17.23,1005.0,Acceptable,884.0,0,3.0,12.6,23.6,0,11.1,50.2,15,65.2,46-60 min,60+ min,Minor impact,False,18,10,20,10,58,Medium
EMP0563,Henstedt-Ulzburg,outer_suburban,53.770788,10.016693,Henstedt-Ulzburg,Henstedt-Ulzburg,AKN,"A1, A2",0.7,7.97,3124.0,Poor,884.0,1,9.0,39.1,16.3,7,11.1,82.4,15,97.4,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0564,Hamburg-Harburg,outer_urban,53.446314,10.019724,Harburg,Hamburg-Harburg,S-Bahn / Regional,"S3, S5, RE",0.9,28.49,2186.0,Poor,884.0,2,5.0,27.3,38.2,14,11.1,95.6,15,110.6,60+ min,60+ min,No impact,False,8,4,8,20,40,Low
EMP0565,Pinneberg,suburban,53.66444,9.804804,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,12.54,1270.0,Acceptable,884.0,1,7.0,15.9,19.4,7,11.1,60.3,15,75.3,60+ min,60+ min,No impact,False,8,10,14,20,52,Medium
EMP0566,Pinneberg,suburban,53.669451,9.855836,Pinneberg,Pinneberg,S-Bahn / Regional,"S3, RE",0.8,9.21,4240.0,Poor,884.0,1,7.0,53.0,19.4,7,11.1,97.5,15,112.5,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0567,Quickborn,suburban,53.763666,9.898613,Quickborn,Quickborn,AKN,A1,0.7,8.91,3650.0,Poor,884.0,1,9.0,45.6,11.4,7,11.1,84.1,15,99.1,60+ min,60+ min,No impact,False,8,4,14,20,46,Medium
EMP0568,Norderstedt,near_workplace,53.68073,9.993823,Garstedt,Norderstedt,U-Bahn,U1,0.85,2.41,253.0,Excellent,884.0,0,6.0,3.2,6.1,0,11.1,26.3,15,41.3,0-30 min,31-45 min,Minor impact,False,35,25,20,10,90,Very High
EMP0569,Hamburg-Eimsbuettel,urban,53.56345,9.999423,Dammtor,Hamburg-City,S-Bahn / Regional,"S-Bahn, RE",0.9,15.4,737.0,Good,884.0,1,5.0,9.2,22.3,7,11.1,54.6,15,69.6,46-60 min,60+ min,Minor impact,False,18,18,14,10,60,Medium
EMP0570,Hamburg-Barmbek,urban,53.591682,9.995399,Kellinghusenstrasse,Hamburg-Eppendorf,U-Bahn,"U1, U3",0.9,12.25,543.0,Good,884.0,0,5.0,6.8,29.4,0,11.1,52.3,15,67.3,46-60 min,60+ min,Minor impact,False,18,18,20,10,66,High
