employee_id,home_area,area_type,latitude,longitude
EMP0933,Hamburg-Eimsbuettel,urban,53.564854,9.966028
EMP0934,Quickborn,suburban,53.706254,9.926251
EMP0935,Quickborn,suburban,53.735219,9.897111
EMP0936,Hamburg-City,urban,53.533481,9.965335
EMP0937,Elmshorn,outer_suburban,53.77632,9.657832
EMP0938,Norderstedt,near_workplace,53.71934,10.014207
EMP0939,Kaltenkirchen,outer_suburban,53.832612,10.009783
EMP0940,Norderstedt,near_workplace,53.705885,9.994652
EMP0941,Hamburg-Altona,urban,53.555797,9.950781
EMP0942,Henstedt-Ulzburg,outer_suburban,53.766408,9.970568
EMP0943,Hamburg-City,urban,53.534906,9.985146
EMP0944,Hamburg-Eimsbuettel,urban,53.604639,9.964313
EMP0945,Hamburg-Wandsbek,urban,53.59577,10.100304
EMP0946,Hamburg-City,urban,53.572704,10.041532
EMP0947,Quickborn,suburban,53.708197,9.869939
EMP0948,Henstedt-Ulzburg,outer_suburban,53.804349,9.982107
EMP0949,Henstedt-Ulzburg,outer_suburban,53.811085,9.978505
EMP0950,Hamburg-Altona,urban,53.533286,9.907541
EMP0951,Hamburg-Barmbek,urban,53.566308,10.078153
EMP0952,Hamburg-City,urban,53.572391,10.042526
EMP0953,Hamburg-City,urban,53.530051,10.02734
EMP0954,Hamburg-City,urban,53.559573,9.990784
EMP0955,Elmshorn,outer_suburban,53.784034,9.626253
EMP0956,Kaltenkirchen,outer_suburban,53.832083,9.933718
EMP0957,Quickborn,suburban,53.700074,9.89159
EMP0958,Hamburg-Wandsbek,urban,53.566232,10.091409
EMP0959,Hamburg-Wandsbek,urban,53.584838,10.153388
EMP0960,Hamburg-Barmbek,urban,53.614927,10.053611
EMP0961,Hamburg-Barmbek,urban,53.591728,10.043982
EMP0962,Hamburg-Wandsbek,urban,53.602912,10.13612
EMP0963,Norderstedt,near_workplace,53.732732,10.012209
EMP0964,Norderstedt,near_workplace,53.695865,9.952268
EMP0965,Elmshorn,outer_suburban,53.729093,9.700671
EMP0966,Hamburg-Wandsbek,urban,53.566273,10.063993
EMP0967,Elmshorn,outer_suburban,53.714983,9.625357
EMP0968,Hamburg-City,urban,53.538746,9.957597
EMP0969,Hamburg-Barmbek,urban,53.584982,10.05802
EMP0970,Hamburg-City,urban,53.551229,10.000112
EMP0971,Hamburg-City,urban,53.568038,9.991299
EMP0972,Norderstedt,near_workplace,53.712867,9.972047
EMP0973,Norderstedt,near_workplace,53.702116,10.0335
EMP0974,Kaltenkirchen,outer_suburban,53.818862,10.022888
EMP0975,Hamburg-Altona,urban,53.58253,9.920093
EMP0976,Hamburg-Harburg,outer_urban,53.482606,10.03781
EMP0977,Hamburg-Wandsbek,urban,53.609051,10.141413
EMP0978,Hamburg-Eimsbuettel,urban,53.556227,9.953047
EMP0979,Hamburg-Barmbek,urban,53.59089,10.048815
EMP0980,Hamburg-City,urban,53.551544,10.051685
EMP0981,Lueneburg,regional,53.25998,10.34311
EMP0982,Ahrensburg,suburban,53.700151,10.27116
EMP0983,Quickborn,suburban,53.727807,9.946838
EMP0984,Hamburg-Wandsbek,urban,53.573027,10.119804
EMP0985,Norderstedt,near_workplace,53.693202,9.983335
EMP0986,Elmshorn,outer_suburban,53.718342,9.664845
EMP0987,Hamburg-Eimsbuettel,urban,53.595474,9.99344
EMP0988,Norderstedt,near_workplace,53.674398,9.993018
EMP0989,Hamburg-Eimsbuettel,urban,53.559315,9.919666
EMP0990,Ahrensburg,suburban,53.66699,10.177422
EMP0991,Hamburg-Harburg,outer_urban,53.442041,9.956873
EMP0992,Quickborn,suburban,53.75175,9.929759
EMP0993,Ahrensburg,suburban,53.693208,10.253613
EMP0994,Hamburg-City,urban,53.575879,10.010428
EMP0995,Elmshorn,outer_suburban,53.772794,9.703324
EMP0996,Hamburg-Wandsbek,urban,53.593671,10.016766
EMP0997,Hamburg-Harburg,outer_urban,53.447803,10.035178
EMP0998,Norderstedt,near_workplace,53.684136,9.978855
EMP0999,Lueneburg,regional,53.235407,10.385448
EMP1000,Hamburg-Altona,urban,53.56119,9.93253
